Tavg,Tmin,Pavg,Pmin,Srad,VPD,PET,Cyclone,Runoff,TidalRange,Dist2Coast,Salinity,SeaTemp,DEM,Slope,Pop,Height
26.4875,19.0,1445.0,28.0,17756,0.8138072,1901.35,0.86,1089.427001953125,0.444546406170537,661.0079956,34.75980623673585,27.22061951003467,7,2.355623245239258,3.5924985,9
27.504168,22.9,1398.0,1.0,17824,0.7875786,2008.7943,0.6,719.8737182617188,2.39553296084391,1324.0799561,31.11168471272892,28.620833830039853,4,0.4367262125015259,287.87137,8.88
18.258333,5.1,1528.0,37.0,14484,0.44525135,866.8438,1.62,495.6791076660156,0.0,4609.8901367,29.49713530693461,21.37649004370201,11,9.685178756713867,169.46216,1.71
26.466667,22.1,2605.0,118.0,18425,0.61421233,1842.4923,0.0,1201.864013671875,2.5,12.5879002,33.64302290495672,29.45599814868717,6,1.7258232831954956,157.14842,9.5
26.9125,20.0,1274.0,35.0,18465,0.8471671,1370.0197,0.96,6.613067150115967,0.177630446782819,-32.5996017,36.01214934487059,28.11660957486629,5,0.3452648818492889,11.292452,3.5
26.95,22.8,2321.0,8.0,17528,0.5785612,1754.8638,0.44,719.8737182617188,1.44474748508099,1741.1099854,30.107099284011767,28.9885876008474,3,0.8734017014503479,109.9383,13.6
27.154167,22.0,1433.0,1.0,17894,0.75650245,1268.861,0.64,322.9974060058594,2.33458741032999,1332.1800537,29.89656777998045,28.33945098985765,4,1.4190974235534668,163.98697,15.4
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
17.320833,6.4,990.0,53.0,16694,0.59278893,931.8298,0.02,250.9239959716797,1.22291470588235,1282.8100586,35.543005891317414,20.62905942517069,0,8.775286674499512,633.27936,0
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,9.5
23.558332,15.8,1236.0,53.0,15574,0.52191585,1593.173,0.02,171.4261016845703,1.09862941176471,-43.915699,36.9194545206211,25.4602584417868,-1,0.6366184949874878,170.19438,4.4
22.629166,10.9,1982.0,37.0,13727,0.68098253,899.2965,2.4,761.181884765625,0.0,-200.5279999,32.14374679103725,25.023123931153595,9,0.244140625,5031.792,5.75
25.625,17.3,1040.0,23.0,18112,0.64907795,1417.5403,0.98,6.613067150115967,0.178405037088149,-280.6069946,36.01977874005476,28.07088696987992,9,0.308815062046051,0.010686349,8.5
28.579166,21.0,1265.0,13.0,20428,1.113084,2139.4492,0.76,248.08169555664065,0.704247222701397,179.2369995,33.28591125026829,28.924188249027445,1,0.5459018349647522,570.43744,2.46
26.954166,20.6,1170.0,7.0,20648,0.7778039,2045.3639,0.46,549.5191040039062,2.04795882352941,237.4080048,32.99915793163467,28.608305165224927,6,0.6990818977355957,22.146961,5.71
27.504166,20.9,3459.0,13.0,18073,0.819962,1145.2026,0.16,2009.18798828125,1.06221446839605,3361.6000977,31.015904458499964,29.200653937902445,2,0.9886020421981812,101.41218,9.2
26.683332,16.2,1428.0,9.0,18197,0.76808006,1202.1724,2.38,296.0495910644531,1.58374007245127,518.8809814,30.531760953712627,28.16535925903262,5,0.6641085743904114,403.21414,1
26.258333,13.3,1983.0,10.0,17804,0.73571223,1119.8074,1.68,932.0302124023438,0.0,17624.6992188,22.445868751991675,27.8348765329584,6,0.794818103313446,165.4042,10.9
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,14.3
26.770834,19.2,1478.0,24.0,17937,0.8647426,2268.217,0.78,1363.18798828125,0.460796999831451,197.0650024,33.80664894411761,27.55517907113554,9,1.3145147562026978,3.2656662,0
26.870834,21.0,3295.0,23.0,18454,0.6698032,1870.6986,0.3,750.3220825195312,2.13108529411765,182.4530029,31.977256726341505,29.262305571094487,16,0.9327832460403442,54.654892,19
23.804167,13.3,1261.0,38.0,17878,0.7842559,1938.4958,0.84,126.34729766845705,1.01872647058824,502.0090027,36.28115769277713,26.21343290715672,4,1.0299257040023804,34.018707,1.5
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13241764705882,126.7929993,31.977256726341505,29.262305571094487,12,0.154408648610115,54.631836,17
19.404167,11.3,1846.0,88.0,12892,0.4112551,1301.2328,0.0,839.6517944335938,1.2,1160.4599609,35.51631534149051,22.949203286852345,127,14.806062698364258,3.173906,3.13
26.4875,19.0,1445.0,28.0,17756,0.8138072,1901.35,0.86,1089.427001953125,0.444546406170537,661.0079956,34.75980623673585,27.22061951003467,7,2.355623245239258,3.5924985,9
26.858334,22.7,2290.0,7.0,17553,0.5643201,1995.0734,0.46,1180.6629638671875,2.32276676729343,1431.7800293,30.014365010132828,28.916303034457773,2,0.5459018349647522,109.9189,0
26.870834,21.0,3295.0,23.0,18454,0.6698032,1870.6986,0.3,750.3220825195312,2.13108529411765,293.7720032,31.977256726341505,29.262305571094487,14,1.2446894645690918,54.654892,20
26.954166,20.6,1170.0,7.0,20648,0.7778039,2045.3639,0.46,549.5191040039062,2.04795882352941,237.4080048,32.99915793163467,28.608305165224927,6,0.6990818977355957,22.146961,5
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13451764705882,126.7929993,31.977256726341505,29.262305571094487,14,1.220525860786438,54.631836,19
22.895834,11.2,1648.0,25.0,16432,0.6087623,856.5301,2.86,381.1677856445313,2.53,-51.9553986,32.117501898729905,25.55284459330425,5,0.5459018349647522,259.46362,2.43
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,15.1
23.070833,12.9,753.0,14.0,17171,0.70629907,1453.0142,0.08,0.0,1.7919628859755,367.5629883,35.27941511283785,25.20818362781721,6,0.154408648610115,8441.219,1.35
22.5375,11.1,1264.0,40.0,17595,0.7489507,1113.382,0.92,186.64669799804688,0.0,179.802002,35.95951715704756,25.6443585290916,4,0.4882723987102508,2.214223,3
26.15,21.6,1991.0,64.0,17175,0.50969976,1325.8638,0.0,842.1348876953125,0.551454157977258,-1496.5100098,32.19246249180688,29.455819652347305,37,0.6366184949874878,224.82578,19
28.233334,24.1,1875.0,104.0,17167,0.78908014,1939.8911,0.0,499.034912109375,1.58548388898586,-309.2460022,32.03890542812664,29.32653996764577,10,2.422825813293457,29.819933,6
27.020834,21.2,1820.0,46.0,18070,0.7412894,1413.7781,0.34,637.5902099609375,1.15297119460501,380.2969971,31.789173619020357,29.553661807270537,8,1.0356943607330322,160.44156,7
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
22.7,11.0,1964.0,36.0,13843,0.6868251,899.2965,2.44,761.181884765625,0.0,-278.5190125,32.14374679103725,25.023123931153595,-5,0.5459018349647522,2188.4458,3.7
26.933332,22.4,2317.0,7.0,17326,0.5885676,1221.1127,0.44,1180.6629638671875,2.75587652233914,4141.7099609,32.24959806078191,28.58532278720445,4,0.5567121505737305,132.77043,0
27.283333,22.7,1766.0,50.0,17826,0.75413084,1325.8638,0.0,842.1348876953125,0.552871797604007,-400.0580139,32.9968966832307,28.817924192311537,5,1.2446894645690918,9522.863,8
27.504168,22.9,1398.0,1.0,17824,0.7875786,2008.7943,0.6,719.8737182617188,2.39553296084391,1324.0799561,31.11168471272892,28.620833830039853,4,0.4367262125015259,287.87137,7.92
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13519705882353,46.286499,31.695132965777017,29.657142792847477,14,0.976473867893219,54.631836,18
26.858334,22.7,2290.0,7.0,17553,0.5643201,1995.0734,0.46,1180.6629638671875,2.31564930136277,1356.6400146,30.07867584766652,28.90207690372394,1,0.4367262125015259,108.14497,1
27.508333,14.1,65.0,0.0,20450,1.7395849,580.9311,0.0,0.0,0.951305882352941,345.2000122,37.701038530267,27.85900499092069,3,0.6990818977355957,14.781059,0
26.720833,14.1,1536.0,5.0,17641,0.9539973,1820.1626,2.44,750.168701171875,3.24021668966707,-8975.5097656,22.03924828903637,27.64078497930952,4,0.4882723987102508,450.51987,0
26.2375,18.9,1259.0,34.0,18478,0.71417004,1370.0197,0.9,6.613067150115967,0.177122873900293,452.3850098,36.00946533482708,28.109406302492097,1,0.4367262125015259,0.027209176,1
18.283333,7.3,1098.0,54.0,17220,0.6461808,802.23975,0.02,162.4635009765625,1.28600882352941,531.3010254,35.57520669171624,21.749599771960916,3,0.5567121505737305,0.3231322,4.4
26.341667,20.8,1194.0,15.0,16888,0.75098777,2154.4854,0.0,237.2115020751953,2.50025294117647,159.6640015,34.592257888023795,27.56772292861192,6,0.6905047297477722,79.035675,8.37
27.683332,21.4,1274.0,2.0,18197,1.10521,1925.6089,0.0,288.1747131347656,2.61634117647059,510.5859985,35.63842663551408,28.080803170753068,14,2.547238826751709,19.507074,4
26.933332,21.9,3106.0,148.0,16683,0.57235277,1589.736,0.06,2039.7669677734373,1.56899728307745,438.5509949,31.302024873790245,30.166753369759984,11,1.00652015209198,118.492256,33
27.7625,22.3,1882.0,75.0,18429,0.84771687,2085.6355,0.0,788.8748168945312,2.16014103846817,4107.4501953,33.15339295979804,29.0028351103437,13,0.154408648610115,61.216137,5.4
26.741667,21.8,1487.0,33.0,18103,0.720566,1945.8169,0.1,570.0640258789062,1.89395588235294,795.9489746,33.70771864149658,28.258165632188632,3,0.3452648818492889,292.80765,8.4
26.8875,22.6,2295.0,7.0,17534,0.57380086,1995.0734,0.46,1180.6629638671875,2.29447272727273,2100.4199219,30.033352972083264,28.91847799020486,4,0.4501665234565735,109.92135,11
25.929167,22.0,4148.0,218.0,16423,0.4702897,1789.1395,0.0,896.211669921875,2.63345588235294,397.9559937,28.55936032440784,28.086926578394493,33,8.298142433166504,71.963486,6.49
26.283333,14.3,1785.0,6.0,17757,0.7230568,1047.5947,2.38,621.8372802734375,1.34286556839745,11.3940001,27.53396619444088,27.70966933724453,2,0.3936611115932464,326.08307,5.92
27.516666,21.2,1028.0,12.0,20625,0.75971603,1206.5491,0.36,0.0,0.521879243697479,143.2969971,34.21407251846156,28.42873461705335,39,3.523384094238281,62.64295,4.4
24.204166,14.8,1427.0,33.0,18169,0.7654535,1721.823,0.96,180.11740112304688,0.693809083810515,298.3919983,36.22494120581096,26.83328421546449,4,0.3936611115932464,2.6320536,4.04
20.729166,9.5,1215.0,35.0,18240,0.7790745,948.8875,0.28,0.0,1.55383243056754,65.7913971,35.4892337357217,23.668524775483988,4,2.320007801055908,1.6822815,5.3
24.191666,14.7,1433.0,34.0,18195,0.76878685,1721.823,0.96,180.11740112304688,0.693726713517265,187.0720062,36.22494120581096,26.83328421546449,9,0.244140625,0.0,0.97
17.6,6.6,1424.0,23.0,14879,0.3640709,1372.6068,0.0,732.2393798828125,0.851889105464671,-1646.5799561,35.637905141519795,22.64021055117851,950,11.957923889160156,0.017612716,6.1
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13588823529412,23.2695007,31.695132965777017,29.657142792847477,13,1.8001106977462769,54.631836,19
26.258333,13.3,1983.0,10.0,17804,0.73571223,1119.8074,1.68,932.0302124023438,0.0,17624.6992188,22.445868751991675,27.8348765329584,6,0.794818103313446,165.4042,15.1
26.566668,16.4,1444.0,3.0,21530,1.04795,1435.9869,0.88,721.517822265625,0.0,4406.1098633,33.862543727167534,28.36144673216835,8,0.2183662801980972,18.40016,2.31
23.558332,15.8,1236.0,53.0,15574,0.52191585,1593.173,0.02,171.4261016845703,1.09862941176471,-43.915699,36.9194545206211,25.4602584417868,-1,0.6366184949874878,170.19438,6.3
26.354166,22.0,3509.0,190.0,16793,0.41132262,2076.4116,2.28,0.0,1.33307352941176,0.0,33.92681625320244,29.346078605900946,305,15.979059219360352,65.93545,8
26.308332,18.3,2140.0,25.0,21386,0.89091307,2184.8467,0.74,895.3724975585938,3.0,2906.9499512,34.762995056096166,28.462677660200036,8,0.5459018349647522,76.19978,4.36
22.583334,10.9,1270.0,38.0,17612,0.74463147,1844.6682,0.88,126.34729766845705,0.746920588235294,272.6489868,35.99830317231608,25.839154484092763,3,0.244140625,10.303146,2
27.0875,22.1,1421.0,1.0,17907,0.7364683,1268.861,0.66,322.9974060058594,2.32289207317073,109.7610016,30.44917208962515,28.244824943143666,3,0.8801976442337036,102.6871,8
25.741667,21.3,2977.0,217.0,17465,0.69904584,2133.4365,3.7,0.0,1.5,-78.8699036,33.983100037436294,29.33151011316625,14,0.7323864102363586,31.881924,9.5
26.933332,21.9,3106.0,148.0,16683,0.57235277,1589.736,0.06,2039.7669677734373,1.56899728307745,438.5509949,31.302024873790245,30.166753369759984,11,1.00652015209198,118.492256,27
27.125,22.4,2175.0,106.0,16251,0.6228316,1325.7302,0.04,664.3231811523438,2.8531871657754,-617.434021,30.703158691757885,30.54710744644309,1,0.3936611115932464,110.91964,6.2
26.966667,22.4,2705.0,155.0,16794,0.5844231,1424.5536,0.0,1027.70703125,3.0,6926.8198242,32.2780849819798,29.26817490047634,7,0.4501665234565735,25.289017,15
26.741667,21.8,1487.0,33.0,18103,0.720566,1945.8169,0.1,570.0640258789062,1.89435588235294,891.4199829,33.70771864149658,28.258165632188632,4,0.1091835349798202,292.80765,5.8
26.558334,13.8,1367.0,2.0,17998,1.0057863,1049.0812,2.06,555.4058837890625,0.0,26101.1992188,24.900696848307085,27.74654182310436,1,0.6641085743904114,376.3511,0
26.870834,21.0,3295.0,23.0,18454,0.6698032,1870.6986,0.3,750.3220825195312,2.13035,516.4110107,31.977256726341505,29.262305571094487,16,0.771998405456543,54.654892,18
26.270834,21.3,2713.0,31.0,15712,0.62499905,1579.5983,3.0,1702.0980224609375,1.60137647058824,-309.3370056,33.23083655408554,29.01907972618825,9,2.623119115829468,1006.5681,9
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13727058823529,246.1329956,31.977256726341505,29.262305571094487,9,1.0807349681854248,46.47254,20
28.570833,21.0,1268.0,13.0,20621,1.1005368,2139.4492,0.76,248.08169555664065,0.704273641538727,252.5,33.28591125026829,28.924188249027445,2,0.852688729763031,776.8664,6.26
26.470833,19.6,788.0,32.0,18193,1.0204555,2105.286,0.74,0.0,0.596991176470588,293.7720032,36.31374430526392,27.71408681212016,3,0.244140625,21.187565,3
25.8625,19.1,2072.0,85.0,19259,0.7179422,1673.9684,0.72,775.58447265625,0.581261764705882,1800.0,35.35836914772091,28.01078621775203,13,1.220525860786438,53.313435,10
25.941666,20.5,1646.0,25.0,18224,0.73055416,1864.3184,0.0,422.9866943359375,0.556580531885008,-21.6515999,32.28117031910946,29.344521925945703,136,13.13451862335205,513.20557,7.5
27.641666,21.5,1251.0,2.0,17898,1.0802726,1925.6089,0.0,288.1747131347656,2.61634117647059,355.6099854,35.66001549509418,28.079906559231127,9,2.301992654800415,72.55951,2
25.9375,22.2,3720.0,190.0,13910,0.46262607,1520.7698,0.0,4589.3349609375,0.0,2861.5100098,32.2743565817865,27.222150342213336,53,2.830165147781372,58.33628,23.7
26.975,22.7,2344.0,8.0,17326,0.6052954,1995.0734,0.46,1180.6629638671875,2.36433463860618,5227.0097656,32.297865078933,28.600498386072942,5,0.6366184949874878,109.90428,18.5
26.925,22.6,2291.0,8.0,17553,0.5815316,1995.0734,0.46,1180.6629638671875,2.25547119199586,2382.1101074,30.033352972083264,28.91847799020486,3,0.771998405456543,109.923775,11
26.8625,22.5,2034.0,5.0,18878,0.7516613,1892.1493,0.0,916.4545288085938,0.973193543131538,-429.2890015,33.14974252359312,28.93698986873635,-2,2.185340881347656,371.83554,6.5
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
27.0375,22.7,2762.0,147.0,16976,0.6060844,1613.922,0.0,1027.70703125,3.0,-474.3349915,29.276792961191003,29.642440485299844,17,2.9352614879608154,2.7403762,15
25.595833,20.9,2563.0,81.0,18373,0.5590421,2043.4119,0.0,1389.6390380859375,1.86884705882353,-5926.1000977,31.099578754188524,27.324806208386978,124,2.452099561691284,16.505392,19.1
26.995834,22.7,2306.0,59.0,18107,0.65074295,1330.9385,0.22,1108.863037109375,0.721224459953473,-224.371994,30.115195762695635,29.70958466908899,11,1.468594312667847,340.97842,14.13
23.720833,19.2,2531.0,111.0,16487,0.37124658,1409.0016,0.0,1433.7969970703125,1.8,5401.7597656,33.20044789696539,28.956768202803666,433,11.00421905517578,318.79987,10
23.804167,13.3,1261.0,38.0,17878,0.7842559,1938.4958,0.84,126.34729766845705,1.01872647058824,502.0090027,36.28115769277713,26.21343290715672,4,1.0299257040023804,34.018707,8.9
25.741667,21.3,2977.0,217.0,17465,0.69904584,2133.4365,3.7,0.0,1.16126401587028,-97.4046021,33.983100037436294,29.33151011316625,0,0.0,31.881924,9
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,14.7
25.795834,21.1,2559.0,79.0,18492,0.5816679,1356.4684,0.0,1392.23095703125,1.88798529411765,-6813.6499023,21.72068125417882,28.287252748314085,2,2.4031107425689697,0.04121289,17
27.504168,22.9,1398.0,1.0,17824,0.7875786,2008.7943,0.6,719.8737182617188,2.39553296084391,1324.0799561,31.11168471272892,28.620833830039853,4,0.4367262125015259,287.87137,8.29
26.954166,20.6,1170.0,7.0,20648,0.7778039,2045.3639,0.46,549.5191040039062,2.04795882352941,237.4080048,32.99915793163467,28.608305165224927,6,0.6990818977355957,22.146961,9.43
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
26.808332,22.9,2544.0,97.0,17048,0.50871795,1328.2854,0.0,1575.884033203125,0.0,-485.1019897,30.88169983105784,29.904217726036087,12,0.4501665234565735,56.04505,13
22.904167,11.2,1651.0,26.0,16415,0.6087623,856.5301,2.86,381.1677856445313,2.53,-230.1959991,32.117501898729905,25.55284459330425,5,1.1757789850234983,259.0932,3.25
26.1375,21.7,2283.0,79.0,18848,0.552466,2043.4119,0.0,1389.6390380859375,1.88752647058824,-5492.4702148,31.17061706647658,27.32715711293394,7,0.7323864102363586,0.734256,5
26.558334,13.8,1367.0,2.0,17998,1.0057863,1049.0812,2.06,555.4058837890625,0.0,26101.1992188,24.900696848307085,27.74654182310436,1,0.6641085743904114,376.3511,0
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,5.5
26.933332,21.9,3106.0,148.0,16683,0.57235277,1589.736,0.06,2039.7669677734373,1.56899728307745,438.5509949,31.302024873790245,30.166753369759984,11,1.00652015209198,118.492256,30
23.341667,11.1,1323.0,38.0,17262,0.82269746,1844.6682,0.9,126.34729766845705,0.753694117647059,-24.8567009,35.26613814662194,24.88288557468537,6,0.244140625,0.060433745,3
27.058334,14.2,160.0,0.0,20482,1.3811263,1488.2347,0.0,0.0,1.37339117647059,-457.6340027,38.57740572464389,28.30832892198277,2,0.4501665234565735,35.270844,0
27.125,21.3,1931.0,39.0,18029,0.761211,1413.7781,0.32,637.5902099609375,1.15762971014493,150.3070068,31.806358535251235,29.51457080139862,7,0.308815062046051,63.44525,7
28.570833,21.0,1268.0,13.0,20621,1.1005368,2139.4492,0.76,248.08169555664065,0.704273641538727,252.5,33.28591125026829,28.924188249027445,2,0.852688729763031,776.8664,8.12
28.016666,24.0,2066.0,126.0,17174,0.76551634,2074.2678,0.0,754.7039184570312,1.56659815403639,423.5870056,28.836065812945773,29.64759691965321,440,3.689432621002197,18.107822,6
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
27.583334,22.4,1814.0,2.0,17499,0.80939364,2096.702,0.42,719.8737182617188,1.05320963488844,99.1626968,32.38001966818015,28.69542908398576,1,0.4632169902324676,58.84917,9.5
27.466667,23.3,3422.0,80.0,16792,0.6568362,1989.1254,3.1,1702.0980224609375,1.59373529411765,879.3449707,33.51128651551279,28.903288256025697,3,1.00652015209198,522.1905,16.5
27.491667,23.3,3660.0,79.0,16750,0.6476695,1989.1254,3.1,1702.0980224609375,1.59069411764706,154.6230011,33.2649002552166,28.969613510696853,2,1.0299257040023804,328.99457,0
27.504168,22.9,1398.0,1.0,17824,0.7875786,2008.7943,0.6,719.8737182617188,2.39553296084391,1324.0799561,31.11168471272892,28.620833830039853,4,0.4367262125015259,287.87137,7.99
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13451764705882,182.4530029,31.977256726341505,29.262305571094487,16,0.4882723987102508,54.631836,20
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
22.958334,14.0,2121.0,109.0,14883,0.721818,1595.3829,3.14,0.0,1.45178823529412,981.1929932,34.61339338405229,25.91387384624877,38,2.863554716110229,2872.9116,3.61
25.908333,21.5,3077.0,46.0,17617,0.51731485,1516.6914,0.0,2316.5869140625,1.91643529411765,1088.9699707,28.885604331553985,27.37135948652673,17,2.050498962402344,252.17326,22.7
26.8875,22.4,2092.0,96.0,16269,0.6300486,1551.7118,0.02,572.2650146484375,2.26218235294118,698.1160278,31.169893414747243,30.246772838173182,8,1.00652015209198,1653.0303,16
21.870832,9.3,1656.0,28.0,16112,0.549896,1053.1106,3.06,372.0280151367188,2.03110588235294,-285.2369995,30.351276256226416,25.520718191200302,53,7.884285926818848,64.759705,13.3
27.2875,22.8,1750.0,49.0,17892,0.7550812,1665.452,0.0,842.1348876953125,0.555225646661935,9.6702204,33.001780248599474,28.81341515078062,4,0.8801976442337036,6853.7754,5
27.504168,22.9,1398.0,1.0,17824,0.7875786,2008.7943,0.6,719.8737182617188,2.39553296084391,1324.0799561,31.11168471272892,28.620833830039853,4,0.4367262125015259,287.87137,8.05
25.908333,21.5,3077.0,46.0,17617,0.51731485,1516.6914,0.0,2316.5869140625,1.91643529411765,1088.9699707,28.885604331553985,27.37135948652673,17,2.050498962402344,252.17326,3.5
25.9375,21.5,2136.0,76.0,18911,0.5241577,2043.4119,0.0,1389.6390380859375,1.87170294117647,-833.4329834,31.003023544263257,27.319830644360103,19,0.771998405456543,2.517797,18.22
26.954166,20.6,1170.0,7.0,20648,0.7778039,2045.3639,0.46,549.5191040039062,2.04795882352941,237.4080048,32.99915793163467,28.608305165224927,6,0.6990818977355957,22.146961,5.34
25.916666,19.2,2059.0,88.0,19217,0.72686666,1673.9684,0.72,775.58447265625,0.575502941176471,1700.0,36.13280231531563,27.87244211101282,10,0.7872850894927979,53.299976,15
26.191666,21.8,3541.0,191.0,16737,0.38279542,2076.4116,2.38,0.0,1.33611470588235,-340.2869873,33.92681625320244,29.346078605900946,11,2.3931920528411865,76.09743,12
28.025,24.0,2022.0,126.0,17160,0.767546,1960.8016,0.0,754.7039184570312,1.54908316796598,231.9420013,29.00771494838532,29.577599339659248,8,3.209681987762451,16.909029,8
26.0125,12.9,2061.0,11.0,17768,0.6853442,1119.8074,1.72,932.0302124023438,0.0,12730.7001953,23.41639658403044,27.889177418427167,12,0.7872850894927979,56.25027,9.5
15.333333,7.5,1244.0,79.0,15111,0.39200696,995.1695,0.24,634.559326171875,1.84538529411765,300.0,35.377059823756646,17.578864509644646,4,1.930924892425537,1052.5482,0.752
26.316668,21.9,2974.0,129.0,18443,0.5889444,1971.7285,0.0,775.4176025390625,1.58860882352941,489.5889893,33.646634771165225,29.47184005603758,21,4.479349613189697,186.316,10
28.054167,22.0,1022.0,11.0,20397,0.8598735,2298.256,0.36,0.0,0.516834537815126,393.8840027,34.22115636145212,28.388135369803376,12,0.6990818977355957,645.3138,10.3
26.304167,15.1,1750.0,4.0,17804,0.7285405,1763.8553,2.44,750.168701171875,2.28886458513024,412.9370117,27.95165460468066,27.71986125087106,3,0.6366184949874878,968.2062,5.75
26.041666,21.6,2315.0,81.0,18855,0.5525439,1356.4684,0.0,1392.23095703125,1.88773823529412,-5700.2001953,31.205352715984183,27.322533634737717,25,3.273761987686157,2.5174165,22
26.804167,14.7,1537.0,7.0,18378,1.0778424,1202.1724,2.42,296.0495910644531,1.61946025530447,-366.4079895,30.40103433130923,28.096408684136254,64,7.712043762207031,276.6357,3
26.9875,21.1,3290.0,23.0,18462,0.6802139,1870.6986,0.3,750.3220825195312,2.13241764705882,349.4320068,31.977256726341505,29.262305571094487,12,0.4882723987102508,54.631836,17
21.145834,8.2,1556.0,31.0,15462,0.55937356,856.5301,2.86,381.1677856445313,2.53,0.0,31.491151950900893,25.418968842614536,-1,0.5459018349647522,72.31539,2.19
22.629166,10.9,1982.0,37.0,13727,0.68098253,899.2965,2.4,761.181884765625,1.36,-200.5279999,32.14374679103725,25.023123931153595,9,0.244140625,5031.792,2.74
27.345833,14.3,68.0,0.0,21207,1.6365471,815.4564,0.0,0.0,1.31770588235294,446.6929932,38.40748143593396,28.260676139853462,0,0.244140625,28.434048,0
22.629166,10.9,1982.0,37.0,13727,0.68098253,899.2965,2.4,761.181884765625,1.36,-200.5279999,32.14374679103725,25.023123931153595,9,0.244140625,5031.792,10.2
